,ID,TIME_ROUTE_1,COST_ROUTE_1,TIME_ROUTE_2,COST_ROUTE_2,CHOICE,V_1,V_2,e_1,e_2,U_1,U_2,y_1,y_2,P_1,P_2
87,44,20,6.5,35,3,2,-22.0,-21.75,-0.7889954383723146,0.34137632871438434,-22.788995438372314,-21.408623671285614,0,1,0.4378234991142019,0.5621765008857982
88,45,20,6.5,30,3,2,-22.0,-19.5,-0.6516137725373976,-1.085406364757038,-22.6516137725374,-20.585406364757038,0,1,0.07585818002124355,0.9241418199787564
89,45,20,6.5,35,3,2,-22.0,-21.75,-0.20427611654476996,0.4008834236829643,-22.20427611654477,-21.349116576317037,0,1,0.4378234991142019,0.5621765008857982
90,46,20,6.5,30,3,2,-22.0,-19.5,-1.4467021075906845,0.4663438337744125,-23.446702107590685,-19.033656166225587,0,1,0.07585818002124355,0.9241418199787564
91,46,20,6.5,35,3,2,-22.0,-21.75,0.7978409817428668,2.7115920034903156,-21.202159018257134,-19.038407996509683,0,1,0.4378234991142019,0.5621765008857982
92,47,20,6.5,30,3,2,-22.0,-19.5,-0.49134128493369,-0.3302941123365009,-22.49134128493369,-19.8302941123365,0,1,0.07585818002124355,0.9241418199787564
93,47,20,6.5,35,3,1,-22.0,-21.75,-0.0721647145546451,-0.6806987906672893,-22.072164714554646,-22.43069879066729,1,0,0.4378234991142019,0.5621765008857982
94,48,20,6.5,30,3,2,-22.0,-19.5,-0.12450006659078332,0.12377210532477316,-22.124500066590784,-19.376227894675228,0,1,0.07585818002124355,0.9241418199787564
95,48,20,6.5,35,3,2,-22.0,-21.75,0.3002016527477852,0.1610969006359226,-21.699798347252216,-21.588903099364078,0,1,0.4378234991142019,0.5621765008857982
96,49,20,6.5,30,3,2,-22.0,-19.5,1.1273735675550844,0.25892052017017114,-20.872626432444914,-19.24107947982983,0,1,0.07585818002124355,0.9241418199787564
97,49,20,6.5,35,3,2,-22.0,-21.75,0.38806115588903145,1.9396819374531076,-21.61193884411097,-19.81031806254689,0,1,0.4378234991142019,0.5621765008857982
98,50,20,6.5,30,3,2,-22.0,-19.5,0.014050878202800267,1.659554480116328,-21.9859491217972,-17.840445519883673,0,1,0.07585818002124355,0.9241418199787564
99,50,20,6.5,35,3,1,-22.0,-21.75,-0.11731673388356538,-0.5982784542190679,-22.117316733883566,-22.348278454219066,1,0,0.4378234991142019,0.5621765008857982
100,51,20,6.5,30,3,2,-22.0,-19.5,2.092495833009259,0.769817477742994,-19.90750416699074,-18.730182522257007,0,1,0.07585818002124355,0.9241418199787564
101,51,20,6.5,35,3,2,-22.0,-21.75,-0.26286939054732456,2.2948585927320044,-22.262869390547326,-19.455141407267995,0,1,0.4378234991142019,0.5621765008857982
102,52,20,6.5,30,3,2,-22.0,-19.5,-1.0566323952855232,3.0186941033443815,-23.056632395285522,-16.48130589665562,0,1,0.07585818002124355,0.9241418199787564
103,52,20,6.5,35,3,1,-22.0,-21.75,2.874168608689401,1.6309492859985042,-19.125831391310598,-20.119050714001496,1,0,0.4378234991142019,0.5621765008857982
104,53,20,6.5,30,3,2,-22.0,-19.5,0.2218566687785143,1.0811737777965182,-21.778143331221486,-18.41882622220348,0,1,0.07585818002124355,0.9241418199787564
105,53,20,6.5,35,3,1,-22.0,-21.75,0.9629786721124607,-0.6304459244534686,-21.03702132788754,-22.38044592445347,1,0,0.4378234991142019,0.5621765008857982
106,54,20,6.5,30,3,2,-22.0,-19.5,0.16154855150540037,1.0135936510018193,-21.8384514484946,-18.48640634899818,0,1,0.07585818002124355,0.9241418199787564
107,54,20,6.5,35,3,1,-22.0,-21.75,3.2631015734664417,0.24226444341761022,-18.736898426533557,-21.50773555658239,1,0,0.4378234991142019,0.5621765008857982
108,55,20,6.5,30,3,2,-22.0,-19.5,0.33754468549119626,-0.7251899311836677,-21.662455314508804,-20.225189931183667,0,1,0.07585818002124355,0.9241418199787564
109,55,20,6.5,35,3,2,-22.0,-21.75,-0.3385917441575035,0.29307833029575125,-22.338591744157505,-21.456921669704247,0,1,0.4378234991142019,0.5621765008857982
110,56,20,6.5,30,3,2,-22.0,-19.5,-0.33584845032773175,1.3287142627188022,-22.33584845032773,-18.1712857372812,0,1,0.07585818002124355,0.9241418199787564
111,56,20,6.5,35,3,1,-22.0,-21.75,1.0550416939661533,-0.3813491479212929,-20.944958306033847,-22.13134914792129,1,0,0.4378234991142019,0.5621765008857982
112,57,20,6.5,30,3,2,-22.0,-19.5,1.7001347278140964,1.0723883680483222,-20.299865272185905,-18.427611631951677,0,1,0.07585818002124355,0.9241418199787564
113,57,20,6.5,35,3,2,-22.0,-21.75,1.1159447867767263,1.2350826944205042,-20.884055213223274,-20.514917305579495,0,1,0.4378234991142019,0.5621765008857982
114,58,20,6.5,30,3,2,-22.0,-19.5,1.4271764030386316,2.023566573222627,-20.572823596961367,-17.476433426777373,0,1,0.07585818002124355,0.9241418199787564
115,58,20,6.5,35,3,2,-22.0,-21.75,-1.2562342016922925,2.785729153680055,-23.256234201692294,-18.964270846319945,0,1,0.4378234991142019,0.5621765008857982
116,59,20,6.5,30,3,2,-22.0,-19.5,-0.7125640689530532,0.8686370866755667,-22.712564068953053,-18.631362913324434,0,1,0.07585818002124355,0.9241418199787564
117,59,20,6.5,35,3,1,-22.0,-21.75,-0.20724659707156923,-0.7343093735082115,-22.20724659707157,-22.48430937350821,1,0,0.4378234991142019,0.5621765008857982
118,60,20,6.5,30,3,1,-22.0,-19.5,2.516139599896376,-0.4759808530896847,-19.483860400103623,-19.975980853089684,1,0,0.07585818002124355,0.9241418199787564
119,60,20,6.5,35,3,2,-22.0,-21.75,-0.6891307645817347,-0.49268890402712057,-22.689130764581734,-22.24268890402712,0,1,0.4378234991142019,0.5621765008857982
120,61,20,6.5,30,3,2,-22.0,-19.5,2.2048391464726067,0.8728444690869422,-19.795160853527392,-18.627155530913058,0,1,0.07585818002124355,0.9241418199787564
121,61,20,6.5,35,3,1,-22.0,-21.75,0.671741742831865,0.36136983961633407,-21.328258257168134,-21.388630160383666,1,0,0.4378234991142019,0.5621765008857982
122,62,20,6.5,30,3,2,-22.0,-19.5,1.644826514261895,1.4530566902404303,-20.355173485738106,-18.04694330975957,0,1,0.07585818002124355,0.9241418199787564
123,62,20,6.5,35,3,2,-22.0,-21.75,-0.5686538445749368,2.2481792227512063,-22.568653844574936,-19.501820777248795,0,1,0.4378234991142019,0.5621765008857982
124,63,20,6.5,30,3,2,-22.0,-19.5,-0.8589401389431446,-1.0957265966383487,-22.858940138943144,-20.59572659663835,0,1,0.07585818002124355,0.9241418199787564
125,63,20,6.5,35,3,2,-22.0,-21.75,-0.31327611371992287,1.0736267400938153,-22.313276113719922,-20.676373259906185,0,1,0.4378234991142019,0.5621765008857982
126,64,20,6.5,30,3,2,-22.0,-19.5,0.1481255838773845,1.386656081739706,-21.851874416122616,-18.113343918260295,0,1,0.07585818002124355,0.9241418199787564
127,64,20,6.5,35,3,2,-22.0,-21.75,-1.1518750182798398,1.0161013184198384,-23.15187501827984,-20.73389868158016,0,1,0.4378234991142019,0.5621765008857982
128,65,20,6.5,30,3,2,-22.0,-19.5,1.829046095284246,0.5319256683816417,-20.170953904715756,-18.968074331618357,0,1,0.07585818002124355,0.9241418199787564
129,65,20,6.5,35,3,2,-22.0,-21.75,0.7548431341151577,1.3140623062610717,-21.24515686588484,-20.43593769373893,0,1,0.4378234991142019,0.5621765008857982
130,66,20,6.5,30,3,2,-22.0,-19.5,-1.0960556161507178,-0.865215108418808,-23.096055616150718,-20.36521510841881,0,1,0.07585818002124355,0.9241418199787564
131,66,20,6.5,35,3,1,-22.0,-21.75,0.6461987425210167,-0.0334072683276018,-21.353801257478985,-21.7834072683276,1,0,0.4378234991142019,0.5621765008857982
132,67,20,6.5,30,3,2,-22.0,-19.5,-1.6397981666995052,4.645500801518542,-23.639798166699507,-14.854499198481458,0,1,0.07585818002124355,0.9241418199787564
133,67,20,6.5,35,3,1,-22.0,-21.75,3.9503825078286607,0.4950242046511801,-18.04961749217134,-21.25497579534882,1,0,0.4378234991142019,0.5621765008857982
134,68,20,6.5,30,3,2,-22.0,-19.5,1.049916973989074,-0.06510704918194943,-20.950083026010926,-19.56510704918195,0,1,0.07585818002124355,0.9241418199787564
135,68,20,6.5,35,3,2,-22.0,-21.75,-0.014743421413330475,0.7043957408193563,-22.014743421413332,-21.045604259180642,0,1,0.4378234991142019,0.5621765008857982
136,69,20,6.5,30,3,2,-22.0,-19.5,-1.3308957288044396,-0.15394726353487925,-23.33089572880444,-19.653947263534878,0,1,0.07585818002124355,0.9241418199787564
137,69,20,6.5,35,3,2,-22.0,-21.75,-0.202428903521291,0.30489341852030577,-22.20242890352129,-21.445106581479696,0,1,0.4378234991142019,0.5621765008857982
138,70,20,6.5,30,3,2,-22.0,-19.5,1.5095462321132451,0.6754938194876142,-20.490453767886756,-18.824506180512387,0,1,0.07585818002124355,0.9241418199787564
139,70,20,6.5,35,3,2,-22.0,-21.75,0.6746286035517765,0.4441981628341193,-21.325371396448222,-21.30580183716588,0,1,0.4378234991142019,0.5621765008857982
140,71,20,6.5,30,3,2,-22.0,-19.5,0.7494189671524782,-0.12068605746013385,-21.25058103284752,-19.620686057460134,0,1,0.07585818002124355,0.9241418199787564
141,71,20,6.5,35,3,1,-22.0,-21.75,4.109111316783136,-0.9869038479293836,-17.890888683216865,-22.736903847929383,1,0,0.4378234991142019,0.5621765008857982
142,72,20,6.5,30,3,2,-22.0,-19.5,1.384895750738745,1.8661755513426015,-20.615104249261254,-17.6338244486574,0,1,0.07585818002124355,0.9241418199787564
143,72,20,6.5,35,3,1,-22.0,-21.75,2.7652707891629595,0.7044896783557596,-19.234729210837042,-21.04551032164424,1,0,0.4378234991142019,0.5621765008857982
144,73,20,6.5,30,3,1,-22.0,-19.5,1.5105323462350742,-1.2186162957670066,-20.489467653764926,-20.718616295767006,1,0,0.07585818002124355,0.9241418199787564
145,73,20,6.5,35,3,2,-22.0,-21.75,1.1803636939152315,1.3918788066759453,-20.819636306084767,-20.358121193324056,0,1,0.4378234991142019,0.5621765008857982
146,74,20,6.5,30,3,2,-22.0,-19.5,-0.5586535041566308,-0.30174968797749674,-22.55865350415663,-19.801749687977498,0,1,0.07585818002124355,0.9241418199787564
147,74,20,6.5,35,3,2,-22.0,-21.75,1.453326828507046,2.2664368028134616,-20.546673171492955,-19.483563197186538,0,1,0.4378234991142019,0.5621765008857982
148,75,20,6.5,30,3,2,-22.0,-19.5,0.43397840038121266,4.109745835540525,-21.566021599618786,-15.390254164459474,0,1,0.07585818002124355,0.9241418199787564
149,75,20,6.5,35,3,2,-22.0,-21.75,-0.2829683026912805,1.1757024995729526,-22.28296830269128,-20.574297500427047,0,1,0.4378234991142019,0.5621765008857982
150,76,20,6.5,30,3,2,-22.0,-19.5,-0.11331000114832458,-0.4575360337442619,-22.113310001148324,-19.95753603374426,0,1,0.07585818002124355,0.9241418199787564
151,76,20,6.5,35,3,2,-22.0,-21.75,0.12074864771108121,1.6676780573844652,-21.879251352288918,-20.082321942615536,0,1,0.4378234991142019,0.5621765008857982
152,77,20,6.5,30,3,2,-22.0,-19.5,0.48829505103748,-0.4303492535305223,-21.51170494896252,-19.930349253530522,0,1,0.07585818002124355,0.9241418199787564
153,77,20,6.5,35,3,2,-22.0,-21.75,0.7738035544448684,2.9135583125573845,-21.226196445555132,-18.836441687442615,0,1,0.4378234991142019,0.5621765008857982
154,78,20,6.5,30,3,2,-22.0,-19.5,-0.13493871308595476,1.8074509405764692,-22.134938713085955,-17.69254905942353,0,1,0.07585818002124355,0.9241418199787564
155,78,20,6.5,35,3,2,-22.0,-21.75,1.0857907020061446,1.0025628119155292,-20.914209297993857,-20.747437188084472,0,1,0.4378234991142019,0.5621765008857982
156,79,20,6.5,30,3,1,-22.0,-19.5,2.416135690458469,-0.438672856964242,-19.583864309541532,-19.938672856964242,1,0,0.07585818002124355,0.9241418199787564
157,79,20,6.5,35,3,2,-22.0,-21.75,-0.7048324387433154,0.008716891258580868,-22.704832438743317,-21.74128310874142,0,1,0.4378234991142019,0.5621765008857982
158,80,20,6.5,30,3,2,-22.0,-19.5,1.2763888465330504,-0.06740535399262589,-20.72361115346695,-19.567405353992626,0,1,0.07585818002124355,0.9241418199787564
159,80,20,6.5,35,3,2,-22.0,-21.75,1.2291414273727257,1.3661157102065922,-20.770858572627276,-20.383884289793407,0,1,0.4378234991142019,0.5621765008857982
160,81,20,6.5,30,3,2,-22.0,-19.5,-0.1787082975154818,-0.08183544035536529,-22.17870829751548,-19.581835440355366,0,1,0.07585818002124355,0.9241418199787564
161,81,20,6.5,35,3,1,-22.0,-21.75,0.49214255585337985,0.17227203272592145,-21.50785744414662,-21.57772796727408,1,0,0.4378234991142019,0.5621765008857982
162,82,20,6.5,30,3,2,-22.0,-19.5,-0.4708802734891474,-0.6621494656105803,-22.470880273489147,-20.16214946561058,0,1,0.07585818002124355,0.9241418199787564
