ID,TIME_ROUTE_1,COST_ROUTE_1,TIME_ROUTE_2,COST_ROUTE_2,CHOICE
201,20,6.5,30,3,
201,20,6.5,35,3,
202,20,6.5,30,3,
202,20,6.5,35,3,
203,20,6.5,30,3,
203,20,6.5,35,3,
204,20,6.5,30,3,
204,20,6.5,35,3,
205,20,6.5,30,3,
205,20,6.5,35,3,
206,20,6.5,30,3,
206,20,6.5,35,3,
207,20,6.5,30,3,
207,20,6.5,35,3,
208,20,6.5,30,3,
208,20,6.5,35,3,
209,20,6.5,30,3,
209,20,6.5,35,3,
210,20,6.5,30,3,
210,20,6.5,35,3,
211,20,6.5,30,3,
211,20,6.5,35,3,
212,20,6.5,30,3,
212,20,6.5,35,3,
213,20,6.5,30,3,
213,20,6.5,35,3,
214,20,6.5,30,3,
214,20,6.5,35,3,
215,20,6.5,30,3,
215,20,6.5,35,3,
216,20,6.5,30,3,
216,20,6.5,35,3,
217,20,6.5,30,3,
217,20,6.5,35,3,
218,20,6.5,30,3,
218,20,6.5,35,3,
219,20,6.5,30,3,
219,20,6.5,35,3,
220,20,6.5,30,3,
220,20,6.5,35,3,
221,20,6.5,30,3,
221,20,6.5,35,3,
222,20,6.5,30,3,
222,20,6.5,35,3,
223,20,6.5,30,3,
223,20,6.5,35,3,
224,20,6.5,30,3,
224,20,6.5,35,3,
225,20,6.5,30,3,
225,20,6.5,35,3,
226,20,6.5,30,3,
226,20,6.5,35,3,
227,20,6.5,30,3,
227,20,6.5,35,3,
228,20,6.5,30,3,
228,20,6.5,35,3,
229,20,6.5,30,3,
229,20,6.5,35,3,
230,20,6.5,30,3,
230,20,6.5,35,3,
231,20,6.5,30,3,
231,20,6.5,35,3,
232,20,6.5,30,3,
232,20,6.5,35,3,
233,20,6.5,30,3,
233,20,6.5,35,3,
234,20,6.5,30,3,
234,20,6.5,35,3,
235,20,6.5,30,3,
235,20,6.5,35,3,
236,20,6.5,30,3,
236,20,6.5,35,3,
237,20,6.5,30,3,
237,20,6.5,35,3,
238,20,6.5,30,3,
238,20,6.5,35,3,
239,20,6.5,30,3,
239,20,6.5,35,3,
240,20,6.5,30,3,
240,20,6.5,35,3,
241,20,6.5,30,3,
241,20,6.5,35,3,
242,20,6.5,30,3,
242,20,6.5,35,3,
243,20,6.5,30,3,
243,20,6.5,35,3,
244,20,6.5,30,3,
244,20,6.5,35,3,
245,20,6.5,30,3,
245,20,6.5,35,3,
246,20,6.5,30,3,
246,20,6.5,35,3,
247,20,6.5,30,3,
247,20,6.5,35,3,
248,20,6.5,30,3,
248,20,6.5,35,3,
249,20,6.5,30,3,
249,20,6.5,35,3,
250,20,6.5,30,3,
250,20,6.5,35,3,
251,20,6.5,30,3,
251,20,6.5,35,3,
252,20,6.5,30,3,
252,20,6.5,35,3,
253,20,6.5,30,3,
253,20,6.5,35,3,
254,20,6.5,30,3,
254,20,6.5,35,3,
255,20,6.5,30,3,
255,20,6.5,35,3,
256,20,6.5,30,3,
256,20,6.5,35,3,
257,20,6.5,30,3,
257,20,6.5,35,3,
258,20,6.5,30,3,
258,20,6.5,35,3,
259,20,6.5,30,3,
259,20,6.5,35,3,
260,20,6.5,30,3,
260,20,6.5,35,3,
261,20,6.5,30,3,
261,20,6.5,35,3,
262,20,6.5,30,3,
262,20,6.5,35,3,
263,20,6.5,30,3,
263,20,6.5,35,3,
264,20,6.5,30,3,
264,20,6.5,35,3,
265,20,6.5,30,3,
265,20,6.5,35,3,
266,20,6.5,30,3,
266,20,6.5,35,3,
267,20,6.5,30,3,
267,20,6.5,35,3,
268,20,6.5,30,3,
268,20,6.5,35,3,
269,20,6.5,30,3,
269,20,6.5,35,3,
270,20,6.5,30,3,
270,20,6.5,35,3,
271,20,6.5,30,3,
271,20,6.5,35,3,
272,20,6.5,30,3,
272,20,6.5,35,3,
273,20,6.5,30,3,
273,20,6.5,35,3,
274,20,6.5,30,3,
274,20,6.5,35,3,
275,20,6.5,30,3,
275,20,6.5,35,3,
276,20,6.5,30,3,
276,20,6.5,35,3,
277,20,6.5,30,3,
277,20,6.5,35,3,
278,20,6.5,30,3,
278,20,6.5,35,3,
279,20,6.5,30,3,
279,20,6.5,35,3,
280,20,6.5,30,3,
280,20,6.5,35,3,
281,20,6.5,30,3,
281,20,6.5,35,3,
282,20,6.5,30,3,
282,20,6.5,35,3,
283,20,6.5,30,3,
283,20,6.5,35,3,
284,20,6.5,30,3,
284,20,6.5,35,3,
285,20,6.5,30,3,
285,20,6.5,35,3,
286,20,6.5,30,3,
286,20,6.5,35,3,
287,20,6.5,30,3,
287,20,6.5,35,3,
288,20,6.5,30,3,
288,20,6.5,35,3,
289,20,6.5,30,3,
289,20,6.5,35,3,
290,20,6.5,30,3,
290,20,6.5,35,3,
291,20,6.5,30,3,
291,20,6.5,35,3,
292,20,6.5,30,3,
292,20,6.5,35,3,
293,20,6.5,30,3,
293,20,6.5,35,3,
294,20,6.5,30,3,
294,20,6.5,35,3,
295,20,6.5,30,3,
295,20,6.5,35,3,
296,20,6.5,30,3,
296,20,6.5,35,3,
297,20,6.5,30,3,
297,20,6.5,35,3,
298,20,6.5,30,3,
298,20,6.5,35,3,
299,20,6.5,30,3,
299,20,6.5,35,3,
300,20,6.5,30,3,
300,20,6.5,35,3,
301,20,6.5,30,3,
301,20,6.5,35,3,
302,20,6.5,30,3,
302,20,6.5,35,3,
303,20,6.5,30,3,
303,20,6.5,35,3,
304,20,6.5,30,3,
304,20,6.5,35,3,
305,20,6.5,30,3,
305,20,6.5,35,3,
306,20,6.5,30,3,
306,20,6.5,35,3,
307,20,6.5,30,3,
307,20,6.5,35,3,
308,20,6.5,30,3,
308,20,6.5,35,3,
309,20,6.5,30,3,
309,20,6.5,35,3,
310,20,6.5,30,3,
310,20,6.5,35,3,
311,20,6.5,30,3,
311,20,6.5,35,3,
312,20,6.5,30,3,
312,20,6.5,35,3,
313,20,6.5,30,3,
313,20,6.5,35,3,
314,20,6.5,30,3,
314,20,6.5,35,3,
315,20,6.5,30,3,
315,20,6.5,35,3,
316,20,6.5,30,3,
316,20,6.5,35,3,
317,20,6.5,30,3,
317,20,6.5,35,3,
318,20,6.5,30,3,
318,20,6.5,35,3,
319,20,6.5,30,3,
319,20,6.5,35,3,
320,20,6.5,30,3,
320,20,6.5,35,3,
321,20,6.5,30,3,
321,20,6.5,35,3,
322,20,6.5,30,3,
322,20,6.5,35,3,
323,20,6.5,30,3,
323,20,6.5,35,3,
324,20,6.5,30,3,
324,20,6.5,35,3,
325,20,6.5,30,3,
325,20,6.5,35,3,
326,20,6.5,30,3,
326,20,6.5,35,3,
327,20,6.5,30,3,
327,20,6.5,35,3,
328,20,6.5,30,3,
328,20,6.5,35,3,
329,20,6.5,30,3,
329,20,6.5,35,3,
330,20,6.5,30,3,
330,20,6.5,35,3,
331,20,6.5,30,3,
331,20,6.5,35,3,
332,20,6.5,30,3,
332,20,6.5,35,3,
333,20,6.5,30,3,
333,20,6.5,35,3,
334,20,6.5,30,3,
334,20,6.5,35,3,
335,20,6.5,30,3,
335,20,6.5,35,3,
336,20,6.5,30,3,
336,20,6.5,35,3,
337,20,6.5,30,3,
337,20,6.5,35,3,
338,20,6.5,30,3,
338,20,6.5,35,3,
339,20,6.5,30,3,
339,20,6.5,35,3,
340,20,6.5,30,3,
340,20,6.5,35,3,
341,20,6.5,30,3,
341,20,6.5,35,3,
342,20,6.5,30,3,
342,20,6.5,35,3,
343,20,6.5,30,3,
343,20,6.5,35,3,
344,20,6.5,30,3,
344,20,6.5,35,3,
345,20,6.5,30,3,
345,20,6.5,35,3,
346,20,6.5,30,3,
346,20,6.5,35,3,
347,20,6.5,30,3,
347,20,6.5,35,3,
348,20,6.5,30,3,
348,20,6.5,35,3,
349,20,6.5,30,3,
349,20,6.5,35,3,
350,20,6.5,30,3,
350,20,6.5,35,3,
351,20,6.5,30,3,
351,20,6.5,35,3,
352,20,6.5,30,3,
352,20,6.5,35,3,
353,20,6.5,30,3,
353,20,6.5,35,3,
354,20,6.5,30,3,
354,20,6.5,35,3,
355,20,6.5,30,3,
355,20,6.5,35,3,
356,20,6.5,30,3,
356,20,6.5,35,3,
357,20,6.5,30,3,
357,20,6.5,35,3,
358,20,6.5,30,3,
358,20,6.5,35,3,
359,20,6.5,30,3,
359,20,6.5,35,3,
360,20,6.5,30,3,
360,20,6.5,35,3,
361,20,6.5,30,3,
361,20,6.5,35,3,
362,20,6.5,30,3,
362,20,6.5,35,3,
363,20,6.5,30,3,
363,20,6.5,35,3,
364,20,6.5,30,3,
364,20,6.5,35,3,
365,20,6.5,30,3,
365,20,6.5,35,3,
366,20,6.5,30,3,
366,20,6.5,35,3,
367,20,6.5,30,3,
367,20,6.5,35,3,
368,20,6.5,30,3,
368,20,6.5,35,3,
369,20,6.5,30,3,
369,20,6.5,35,3,
370,20,6.5,30,3,
370,20,6.5,35,3,
371,20,6.5,30,3,
371,20,6.5,35,3,
372,20,6.5,30,3,
372,20,6.5,35,3,
373,20,6.5,30,3,
373,20,6.5,35,3,
374,20,6.5,30,3,
374,20,6.5,35,3,
375,20,6.5,30,3,
375,20,6.5,35,3,
376,20,6.5,30,3,
376,20,6.5,35,3,
377,20,6.5,30,3,
377,20,6.5,35,3,
378,20,6.5,30,3,
378,20,6.5,35,3,
379,20,6.5,30,3,
379,20,6.5,35,3,
380,20,6.5,30,3,
380,20,6.5,35,3,
381,20,6.5,30,3,
381,20,6.5,35,3,
382,20,6.5,30,3,
382,20,6.5,35,3,
383,20,6.5,30,3,
383,20,6.5,35,3,
384,20,6.5,30,3,
384,20,6.5,35,3,
385,20,6.5,30,3,
385,20,6.5,35,3,
386,20,6.5,30,3,
386,20,6.5,35,3,
387,20,6.5,30,3,
387,20,6.5,35,3,
388,20,6.5,30,3,
388,20,6.5,35,3,
389,20,6.5,30,3,
389,20,6.5,35,3,
390,20,6.5,30,3,
390,20,6.5,35,3,
391,20,6.5,30,3,
391,20,6.5,35,3,
392,20,6.5,30,3,
392,20,6.5,35,3,
393,20,6.5,30,3,
393,20,6.5,35,3,
394,20,6.5,30,3,
394,20,6.5,35,3,
395,20,6.5,30,3,
395,20,6.5,35,3,
396,20,6.5,30,3,
396,20,6.5,35,3,
397,20,6.5,30,3,
397,20,6.5,35,3,
398,20,6.5,30,3,
398,20,6.5,35,3,
399,20,6.5,30,3,
399,20,6.5,35,3,
400,20,6.5,30,3,
400,20,6.5,35,3,
401,20,6.5,30,3,
401,20,6.5,35,3,
402,20,6.5,30,3,
402,20,6.5,35,3,
403,20,6.5,30,3,
403,20,6.5,35,3,
404,20,6.5,30,3,
404,20,6.5,35,3,
405,20,6.5,30,3,
405,20,6.5,35,3,
406,20,6.5,30,3,
406,20,6.5,35,3,
407,20,6.5,30,3,
407,20,6.5,35,3,
408,20,6.5,30,3,
408,20,6.5,35,3,
409,20,6.5,30,3,
409,20,6.5,35,3,
410,20,6.5,30,3,
410,20,6.5,35,3,
411,20,6.5,30,3,
411,20,6.5,35,3,
412,20,6.5,30,3,
412,20,6.5,35,3,
413,20,6.5,30,3,
413,20,6.5,35,3,
414,20,6.5,30,3,
414,20,6.5,35,3,
415,20,6.5,30,3,
415,20,6.5,35,3,
416,20,6.5,30,3,
416,20,6.5,35,3,
417,20,6.5,30,3,
417,20,6.5,35,3,
418,20,6.5,30,3,
418,20,6.5,35,3,
419,20,6.5,30,3,
419,20,6.5,35,3,
420,20,6.5,30,3,
420,20,6.5,35,3,
421,20,6.5,30,3,
421,20,6.5,35,3,
422,20,6.5,30,3,
422,20,6.5,35,3,
423,20,6.5,30,3,
423,20,6.5,35,3,
424,20,6.5,30,3,
424,20,6.5,35,3,
425,20,6.5,30,3,
425,20,6.5,35,3,
426,20,6.5,30,3,
426,20,6.5,35,3,
427,20,6.5,30,3,
427,20,6.5,35,3,
428,20,6.5,30,3,
428,20,6.5,35,3,
429,20,6.5,30,3,
429,20,6.5,35,3,
430,20,6.5,30,3,
430,20,6.5,35,3,
431,20,6.5,30,3,
431,20,6.5,35,3,
432,20,6.5,30,3,
432,20,6.5,35,3,
433,20,6.5,30,3,
433,20,6.5,35,3,
434,20,6.5,30,3,
434,20,6.5,35,3,
435,20,6.5,30,3,
435,20,6.5,35,3,
436,20,6.5,30,3,
436,20,6.5,35,3,
437,20,6.5,30,3,
437,20,6.5,35,3,
438,20,6.5,30,3,
438,20,6.5,35,3,
439,20,6.5,30,3,
439,20,6.5,35,3,
440,20,6.5,30,3,
440,20,6.5,35,3,
441,20,6.5,30,3,
441,20,6.5,35,3,
442,20,6.5,30,3,
442,20,6.5,35,3,
443,20,6.5,30,3,
443,20,6.5,35,3,
444,20,6.5,30,3,
444,20,6.5,35,3,
445,20,6.5,30,3,
445,20,6.5,35,3,
446,20,6.5,30,3,
446,20,6.5,35,3,
447,20,6.5,30,3,
447,20,6.5,35,3,
448,20,6.5,30,3,
448,20,6.5,35,3,
449,20,6.5,30,3,
449,20,6.5,35,3,
450,20,6.5,30,3,
450,20,6.5,35,3,
451,20,6.5,30,3,
451,20,6.5,35,3,
452,20,6.5,30,3,
452,20,6.5,35,3,
453,20,6.5,30,3,
453,20,6.5,35,3,
454,20,6.5,30,3,
454,20,6.5,35,3,
455,20,6.5,30,3,
455,20,6.5,35,3,
456,20,6.5,30,3,
456,20,6.5,35,3,
457,20,6.5,30,3,
457,20,6.5,35,3,
458,20,6.5,30,3,
458,20,6.5,35,3,
459,20,6.5,30,3,
459,20,6.5,35,3,
460,20,6.5,30,3,
460,20,6.5,35,3,
461,20,6.5,30,3,
461,20,6.5,35,3,
462,20,6.5,30,3,
462,20,6.5,35,3,
463,20,6.5,30,3,
463,20,6.5,35,3,
464,20,6.5,30,3,
464,20,6.5,35,3,
465,20,6.5,30,3,
465,20,6.5,35,3,
466,20,6.5,30,3,
466,20,6.5,35,3,
467,20,6.5,30,3,
467,20,6.5,35,3,
468,20,6.5,30,3,
468,20,6.5,35,3,
469,20,6.5,30,3,
469,20,6.5,35,3,
470,20,6.5,30,3,
470,20,6.5,35,3,
471,20,6.5,30,3,
471,20,6.5,35,3,
472,20,6.5,30,3,
472,20,6.5,35,3,
473,20,6.5,30,3,
473,20,6.5,35,3,
474,20,6.5,30,3,
474,20,6.5,35,3,
475,20,6.5,30,3,
475,20,6.5,35,3,
476,20,6.5,30,3,
476,20,6.5,35,3,
477,20,6.5,30,3,
477,20,6.5,35,3,
478,20,6.5,30,3,
478,20,6.5,35,3,
479,20,6.5,30,3,
479,20,6.5,35,3,
480,20,6.5,30,3,
480,20,6.5,35,3,
481,20,6.5,30,3,
481,20,6.5,35,3,
482,20,6.5,30,3,
482,20,6.5,35,3,
483,20,6.5,30,3,
483,20,6.5,35,3,
484,20,6.5,30,3,
484,20,6.5,35,3,
485,20,6.5,30,3,
485,20,6.5,35,3,
486,20,6.5,30,3,
486,20,6.5,35,3,
487,20,6.5,30,3,
487,20,6.5,35,3,
488,20,6.5,30,3,
488,20,6.5,35,3,
489,20,6.5,30,3,
489,20,6.5,35,3,
490,20,6.5,30,3,
490,20,6.5,35,3,
491,20,6.5,30,3,
491,20,6.5,35,3,
492,20,6.5,30,3,
492,20,6.5,35,3,
493,20,6.5,30,3,
493,20,6.5,35,3,
494,20,6.5,30,3,
494,20,6.5,35,3,
495,20,6.5,30,3,
495,20,6.5,35,3,
496,20,6.5,30,3,
496,20,6.5,35,3,
497,20,6.5,30,3,
497,20,6.5,35,3,
498,20,6.5,30,3,
498,20,6.5,35,3,
499,20,6.5,30,3,
499,20,6.5,35,3,
500,20,6.5,30,3,
500,20,6.5,35,3,
501,20,6.5,30,3,
501,20,6.5,35,3,
502,20,6.5,30,3,
502,20,6.5,35,3,
503,20,6.5,30,3,
503,20,6.5,35,3,
504,20,6.5,30,3,
504,20,6.5,35,3,
505,20,6.5,30,3,
505,20,6.5,35,3,
506,20,6.5,30,3,
506,20,6.5,35,3,
507,20,6.5,30,3,
507,20,6.5,35,3,
508,20,6.5,30,3,
508,20,6.5,35,3,
509,20,6.5,30,3,
509,20,6.5,35,3,
510,20,6.5,30,3,
510,20,6.5,35,3,
511,20,6.5,30,3,
511,20,6.5,35,3,
512,20,6.5,30,3,
512,20,6.5,35,3,
513,20,6.5,30,3,
513,20,6.5,35,3,
514,20,6.5,30,3,
514,20,6.5,35,3,
515,20,6.5,30,3,
515,20,6.5,35,3,
516,20,6.5,30,3,
516,20,6.5,35,3,
517,20,6.5,30,3,
517,20,6.5,35,3,
518,20,6.5,30,3,
518,20,6.5,35,3,
519,20,6.5,30,3,
519,20,6.5,35,3,
520,20,6.5,30,3,
520,20,6.5,35,3,
521,20,6.5,30,3,
521,20,6.5,35,3,
522,20,6.5,30,3,
522,20,6.5,35,3,
523,20,6.5,30,3,
523,20,6.5,35,3,
524,20,6.5,30,3,
524,20,6.5,35,3,
525,20,6.5,30,3,
525,20,6.5,35,3,
526,20,6.5,30,3,
526,20,6.5,35,3,
527,20,6.5,30,3,
527,20,6.5,35,3,
528,20,6.5,30,3,
528,20,6.5,35,3,
529,20,6.5,30,3,
529,20,6.5,35,3,
530,20,6.5,30,3,
530,20,6.5,35,3,
531,20,6.5,30,3,
531,20,6.5,35,3,
532,20,6.5,30,3,
532,20,6.5,35,3,
533,20,6.5,30,3,
533,20,6.5,35,3,
534,20,6.5,30,3,
534,20,6.5,35,3,
